id,name,phone,platform,city,assigned_zone_id,joined_date,fraud_score
a0818dbe-ded1-4508-a551-4cdcb8740d45,Worker_036,9671666426,instamart,Gurgaon,z-gurgaon,2025-08-01,6.984191492253218
2bc2dbca-8fae-4dc3-bf05-98ba5c178a85,Worker_037,9763607349,blinkit,Mumbai,z-powai,2025-11-29,3.2325742818922754
6c3cef56-31e9-4bfc-bcf1-9d71cb1fd3d2,Worker_038,9446546429,instamart,Bengaluru,z-koramangala,2025-12-13,19.473276735106346
61018499-ce87-40b0-acec-ff5619a9a6f2,Worker_039,9309310033,zepto,Mumbai,z-bandra,2025-10-10,13.039225190052012
8de7d20a-9ff1-47b6-aca9-618d135dda6f,Worker_040,9177633091,blinkit,Jaipur,z-jaipur,2025-06-18,3.5764541844265763
0156b185-b954-4b17-88f6-599b4dfee632,Worker_041,9526161286,instamart,Mysuru,z-mysuru,2025-11-14,11.366172066709431
8a5cb656-7ccc-4977-8ea9-68d66674f171,Worker_042,9101983509,zepto,Mumbai,z-powai,2026-02-12,19.57785716550018
d239eb63-2288-494c-b6ee-481950f6d4db,Worker_043,9663236122,instamart,Mumbai,z-powai,2025-06-18,10.052741862103842
10d6045d-2af8-4484-aaca-e5d1566da503,Worker_044,9232166290,instamart,Mumbai,z-andheri,2026-03-05,19.89101021594682
0a153a2e-1131-4960-ab31-416c7e06eea6,Worker_045,9166385640,blinkit,Gurgaon,z-gurgaon,2025-05-24,19.333096380873393
ac45b1b5-9e85-44ec-9420-20f8d643ec33,Worker_046,9423609715,instamart,Mumbai,z-powai,2025-10-12,6.338440103125553
fb3a0093-6259-4d1c-8a2b-427b89b89f61,Worker_047,9899528670,zepto,Mumbai,z-bandra,2025-05-03,11.401223401787298
77069a49-aa25-40b7-9b8b-6c0f6a032209,Worker_048,9835055790,zepto,Mysuru,z-mysuru,2025-11-15,10.366593047274735
813e7811-c51d-45af-9501-08a07e6cbe3d,Worker_049,9523783527,blinkit,Mumbai,z-bandra,2025-05-27,14.178219938202371
aaf85c28-e542-404d-841d-5694ab6c4a9b,Worker_050,9354954230,zepto,Bengaluru,z-indiranagar,2025-05-20,17.341446371602075
8dd50449-0616-4d3c-aa38-84df268356a0,Worker_051,9649302307,blinkit,Lucknow,z-lucknow,2025-07-01,70.09834386288517
a19f982e-f299-4a0b-8d3b-fb74edfe3217,Worker_052,9639374683,zepto,Mumbai,z-powai,2025-06-07,11.56560281992348
60356fef-4b11-4dcf-a606-8ff6e57b42bb,Worker_053,9765898681,instamart,Bengaluru,z-koramangala,2025-11-17,16.778670041387265
07a8f66e-a883-441a-9684-f3b02b8284a4,Worker_054,9260409267,zepto,Lucknow,z-lucknow,2025-06-24,53.00953207056314
4c3e9732-e1a8-4bbf-bb8f-cf0eade06585,Worker_055,9185871668,blinkit,Gurgaon,z-gurgaon,2025-09-07,16.840461500239627
1aabec47-2638-4ecf-8a13-047566836bc0,Worker_056,9956898402,instamart,Delhi,z-cp,2025-03-17,10.326006966023906
37f99381-b44d-4b56-9c10-137dc31fa4fb,Worker_057,9189473854,instamart,Mumbai,z-powai,2025-04-10,0.5070148683091502
9a34417a-a380-418a-b231-77ad6540a27b,Worker_058,9865854846,blinkit,Gurgaon,z-gurgaon,2025-11-13,43.66471600354229
502331e2-e23e-4327-9fdf-8523b6d849d1,Worker_059,9311426941,zepto,Mumbai,z-andheri,2025-07-28,5.598677938918857
8e98d5da-8b10-4ea5-a169-6c487a2ef03d,Worker_060,9897459012,zepto,Bengaluru,z-indiranagar,2025-07-18,0.9543225538329758
cfc7ce7a-a7bb-434d-8b0d-56ac604fd68d,Worker_061,9133698788,zepto,Lucknow,z-lucknow,2025-06-10,2.3214528101383247
4adabe40-9352-43a1-82a7-08fbc76eb3ab,Worker_062,9363768157,zepto,Gurgaon,z-gurgaon,2025-08-30,35.85805509158751
46c678ae-b56c-4035-97af-edc148add96b,Worker_063,9513623907,blinkit,Lucknow,z-lucknow,2025-08-12,12.995473652855267
6a1ff139-604a-4d9f-b697-28c7927f5d23,Worker_064,9680222788,zepto,Lucknow,z-lucknow,2025-07-15,18.66872616158966
9bf6ce89-5a29-49fd-bb11-eae69f63b86f,Worker_065,9890118380,instamart,Mumbai,z-andheri,2025-03-03,12.728071948920226
ece13483-b3d5-44c9-bcdc-a202e2ee96f0,Worker_066,9693435313,instamart,Delhi,z-cp,2025-09-24,16.41278951487911
d24aca76-3e34-4a6c-8a66-4e68f4767fe2,Worker_067,9750622119,zepto,Mumbai,z-powai,2026-02-06,5.479222546422675
c9673290-c653-4e75-9376-5702da9d0e9d,Worker_068,9607896561,instamart,Mumbai,z-bandra,2025-04-19,67.7861317690371
3639aaea-66a7-4a85-b211-1a0f3303a398,Worker_069,9489229565,zepto,Lucknow,z-lucknow,2025-12-07,9.920749085868124
b342f871-47c7-4d0e-b040-73cdd8133258,Worker_070,9653805292,instamart,Lucknow,z-lucknow,2025-03-11,14.701420876077716
61cb2369-880f-4d23-a07d-311a46ff0c0c,Worker_071,9306037667,zepto,Gurgaon,z-gurgaon,2025-09-11,11.518491505161691
d58e2171-62c2-4539-92d8-07d323505e11,Worker_072,9624063697,blinkit,Mumbai,z-powai,2025-12-16,6.816070805060357
b14e558c-1a4f-4c65-986c-9d2f7b1e87a8,Worker_073,9872427446,blinkit,Gurgaon,z-gurgaon,2025-08-17,4.764723048079588
f31bcef6-62f6-431d-a83f-e0814c117270,Worker_074,9428382319,blinkit,Mumbai,z-andheri,2025-09-16,1.9996977432372676
e29a6633-6082-4af3-9d6d-f3d9739502ec,Worker_075,9767360488,instamart,Delhi,z-cp,2025-06-11,82.50309835254025
11c41458-3310-4038-bf55-0a67a894afe3,Worker_076,9666236526,blinkit,Delhi,z-cp,2025-12-13,12.04881851802238
1b859f05-94ce-4634-b100-444fc805d326,Worker_077,9110198499,blinkit,Delhi,z-cp,2025-10-29,15.792362855891078
23305727-9d60-4c55-a7ed-445d75dcfdf8,Worker_078,9347212966,zepto,Gurgaon,z-gurgaon,2025-11-20,8.83061002746754
62499c39-3e50-457c-b3a0-947e59fcc297,Worker_079,9984039498,zepto,Bengaluru,z-indiranagar,2026-01-05,13.76060020350078
f44191d4-86f8-491d-ba70-cb9aa2d450f3,Worker_080,9534318588,zepto,Lucknow,z-lucknow,2025-09-29,14.019382629182399
cc31eb44-f9a9-46b8-85dc-fdcdbb5a4eaf,Worker_081,9709442586,zepto,Lucknow,z-lucknow,2026-03-17,10.266523373847857
5788a327-4880-400f-aaa9-ca7af70a5d05,Worker_082,9633738991,blinkit,Bengaluru,z-koramangala,2025-04-14,16.25599134515005
627f8385-15fc-4fb9-b56c-3209a3bffe41,Worker_083,9114509187,zepto,Bengaluru,z-indiranagar,2025-06-20,15.542938318548735
7f517505-7da0-4780-a0a7-2479abb336d0,Worker_084,9771536985,instamart,Bengaluru,z-koramangala,2025-11-16,9.852502085817182
7f109a49-a928-4e80-a988-3fbbf6e050c3,Worker_085,9341820729,blinkit,Mumbai,z-bandra,2025-03-26,14.884233138865959
70fece5b-9821-488d-a83e-d782f05aca97,Worker_086,9745202424,instamart,Mumbai,z-powai,2025-05-14,10.567402425944184
d8be4da6-5a00-4124-8cb0-8452494e0c27,Worker_087,9152203051,blinkit,Gurgaon,z-gurgaon,2025-05-09,6.453727765551673
4ba7615f-870a-40d7-8b27-b59b05f610ca,Worker_088,9826346491,blinkit,Bengaluru,z-koramangala,2025-10-26,19.38605071238198
b72bd65c-572a-4183-88c8-1de9bb452fbb,Worker_089,9940734221,instamart,Mumbai,z-bandra,2026-03-21,12.551161601681269
5f1cf60e-a6b6-4ab8-b763-f0a82a44a46a,Worker_090,9295190712,instamart,Bengaluru,z-koramangala,2025-08-10,1.1572779551541479
259a9ed1-6547-4dfc-9f8e-521cc783b225,Worker_091,9615965595,blinkit,Bengaluru,z-koramangala,2025-04-08,12.936967233374476
0573770a-d6d0-415d-8252-db2f82e8e1ba,Worker_092,9459300273,blinkit,Mysuru,z-mysuru,2025-08-06,19.72421488959206
573179ea-7ac4-4760-899d-0cdd2723113c,Worker_093,9227833288,blinkit,Bengaluru,z-koramangala,2025-08-22,65.13909410116493
2e1bd31e-f47f-45bf-b7cc-5ecbdea24274,Worker_094,9958134097,instamart,Mumbai,z-powai,2025-05-23,18.38353103671119
d4159764-172c-4297-ae9a-67f5476095f0,Worker_095,9598490609,instamart,Lucknow,z-lucknow,2026-03-17,0.5273394899450401
b955e308-b1e0-4ba9-86cb-cd508608a4a5,Worker_096,9746035632,instamart,Mumbai,z-andheri,2025-06-13,7.617817132620431
fd5952bf-b618-4d4c-89a9-11e75ee79398,Worker_097,9396702640,blinkit,Bengaluru,z-koramangala,2025-12-14,0.7364373527198276
7a5ea2c9-6aa8-4b8e-967e-84ee054b618f,Worker_098,9423664694,zepto,Mumbai,z-andheri,2025-09-06,84.98588366430653
ce370b61-5185-45f9-b876-ddc168041d0e,Worker_099,9465714454,blinkit,Bengaluru,z-koramangala,2025-10-08,15.141624040849118
dd41231b-4fd8-47a9-83d1-b336df80546e,Worker_100,9961330509,blinkit,Mumbai,z-powai,2026-03-21,19.081020545174447
32e88021-967d-4358-8870-94d00e596935,Worker_101,9837448816,zepto,Delhi,z-cp,2026-01-09,0.4436948406060326
80a56d7e-f349-42f3-9248-a17642ee88de,Worker_102,9195856757,instamart,Lucknow,z-lucknow,2025-05-20,17.0436300063708
e19fbb23-04c2-42ac-9a0b-e7110bc9e356,Worker_103,9479710429,zepto,Bengaluru,z-koramangala,2025-05-13,11.799117942752721
26747038-73de-4d1b-8eb8-b3028c01dee1,Worker_104,9616725588,zepto,Bengaluru,z-indiranagar,2026-01-06,4.259283230178214
1628f760-9c00-41d2-ae74-5eaa977b265c,Worker_105,9532020261,zepto,Bengaluru,z-koramangala,2025-04-18,7.844880901994646
1d878630-89bd-4ca6-b088-4e167b85971b,Worker_106,9522004019,blinkit,Mumbai,z-powai,2025-04-21,7.930855646425403
6b8a5572-aec1-40c7-be24-7a21b121aa27,Worker_107,9948865360,blinkit,Bengaluru,z-indiranagar,2025-11-04,18.53175250322989
54252e33-f3ec-405d-94a1-09318f6a9abb,Worker_108,9384481363,blinkit,Lucknow,z-lucknow,2025-07-03,9.852361879857392
9098ef9a-c3b7-4a32-97dd-971f6f53009a,Worker_109,9649952694,instamart,Mumbai,z-powai,2025-03-13,13.953351473938636
8af7a8ac-8053-4b09-8a93-ea360183404f,Worker_110,9510887863,blinkit,Delhi,z-cp,2025-04-04,9.479232805257446
903e2af5-efc0-443b-b3a2-5086040f68f9,Worker_111,9275529362,blinkit,Mumbai,z-bandra,2025-12-20,6.95238428965367
d24276fb-f34a-4263-a0fe-b152bc310bdc,Worker_112,9618127104,blinkit,Bengaluru,z-koramangala,2026-03-10,45.31668592028963
db28f8c7-7952-405e-975c-6449a1f1ccd2,Worker_113,9444024793,blinkit,Mumbai,z-bandra,2026-01-08,1.8458117245749217
b7dbf7dc-6a8a-47af-b3f1-ed0f48b3d9df,Worker_114,9150066487,zepto,Jaipur,z-jaipur,2025-05-07,7.545719304841452
8a70b1e8-b720-4f26-88a4-647d2aa4bd5d,Worker_115,9341382656,blinkit,Mumbai,z-andheri,2025-07-12,19.725139917336303
150bfdbc-34d1-42d7-9569-91ac2b9ab670,Worker_116,9607900377,instamart,Mysuru,z-mysuru,2025-08-18,14.410321227829296
d7a02fa7-e064-4962-8ef9-f2152079956c,Worker_117,9110466615,instamart,Lucknow,z-lucknow,2026-03-19,79.76034188435997
dda9af61-9261-466d-9900-459751239f39,Worker_118,9240090082,instamart,Mumbai,z-bandra,2025-09-11,5.384864618987619
29430bb2-2cc5-4704-8ba9-372e9fa4dc75,Worker_119,9374727974,blinkit,Gurgaon,z-gurgaon,2025-08-03,1.7840865742411238
a67eaba3-4ac0-435c-b790-c65a46ec7d65,Worker_120,9501976531,blinkit,Jaipur,z-jaipur,2026-01-14,12.97645680583152
346a2412-0d83-4576-ade2-5d406773797b,Worker_121,9259371374,zepto,Mumbai,z-bandra,2025-12-01,72.2719737092165
512661ad-2c41-4ee0-b1f7-c267e4879f01,Worker_122,9653074217,blinkit,Mumbai,z-andheri,2026-03-16,17.992947942900244
6aa3edd0-327e-43e3-aadf-cc12e8d5555b,Worker_123,9445094085,blinkit,Mumbai,z-bandra,2025-06-06,0.1506872626814948
92db706f-8dcb-47fe-98be-8a44e4240a8c,Worker_124,9790121219,zepto,Gurgaon,z-gurgaon,2025-05-08,16.11729773482287
fade4f83-ccd0-44fc-84f8-d25074b7b165,Worker_125,9444601334,instamart,Mysuru,z-mysuru,2026-02-19,8.20793653979323
1c127d33-f828-4558-8672-c4ea210d49f0,Worker_126,9729686277,zepto,Delhi,z-cp,2026-03-18,0.10600012795210834
2a48844b-e31f-406e-aa64-c5bac3064258,Worker_127,9833956599,zepto,Bengaluru,z-koramangala,2026-01-19,18.587519782551716
6a933048-6efe-4e7e-b5b1-5aba57b87679,Worker_128,9480459180,blinkit,Mysuru,z-mysuru,2025-11-24,14.219049576734966
0a9b1a34-d764-4726-8e0a-20686409eadb,Worker_129,9228161931,instamart,Delhi,z-cp,2025-12-22,15.355590028856776
2c5b4247-ef45-4eb8-a657-bc85e488cc8d,Worker_130,9762982794,instamart,Bengaluru,z-koramangala,2025-07-06,1.0364707364485382
30349977-d866-4a70-97ef-31e975785a0a,Worker_131,9308748804,instamart,Mumbai,z-bandra,2025-10-01,4.034609246604717
4625c0c4-118a-4848-8f11-2bc574eab790,Worker_132,9119931456,instamart,Mysuru,z-mysuru,2025-04-27,15.204557197793731
dfcbdfe5-2b75-45ad-8c58-a4dd06b42213,Worker_133,9290221730,zepto,Mysuru,z-mysuru,2025-05-21,17.014549200329093
848818be-27d4-4193-b339-90d286119d7c,Worker_134,9908916104,zepto,Mumbai,z-bandra,2026-02-15,18.52898847179422
c3e32c05-3df9-4c38-bd5d-3581a6ca4cf6,Worker_135,9235353692,instamart,Bengaluru,z-koramangala,2025-08-05,45.08136600238723
027ad248-427a-4839-b797-59306f8fb14f,Worker_136,9377346308,instamart,Mumbai,z-powai,2026-01-03,10.461308495382386
edcdf25f-253a-4568-9025-c9636a02a066,Worker_137,9479274281,blinkit,Delhi,z-cp,2025-05-30,9.038972025980785
58942ea6-3892-49b0-a626-f8fdad403377,Worker_138,9633012092,zepto,Mysuru,z-mysuru,2026-02-27,8.77489350776678
c0f84ac2-b075-4de5-8ae1-c443c5b598cc,Worker_139,9742417888,instamart,Mumbai,z-andheri,2025-05-17,18.12944221929094
83bb85d4-d4fd-4f6e-aaad-0070f94ece81,Worker_140,9879657413,zepto,Mumbai,z-powai,2025-09-24,6.6981122931417225
b15774c2-fb81-4f4a-87cf-93c3efd23f81,Worker_141,9615708572,blinkit,Delhi,z-cp,2025-08-03,11.463016985147775
494c78f3-3000-4202-bf3d-c2e6df86a5c6,Worker_142,9988974332,blinkit,Bengaluru,z-koramangala,2025-06-06,0.6706486947155876
2ef79769-8b42-441b-80e6-bd904a4dce1f,Worker_143,9644454266,zepto,Bengaluru,z-koramangala,2025-11-24,16.425146093440258
cf9f23e2-c737-4da3-ae54-217508ea17fd,Worker_144,9546495667,instamart,Delhi,z-cp,2025-11-06,2.9983485469754756
d96c5988-85d0-47aa-a6bf-53ba870a2888,Worker_145,9152411802,instamart,Delhi,z-cp,2025-07-22,11.310166946459477
6bf02f80-2f97-43f6-b53a-d93d91715ff0,Worker_146,9511011140,instamart,Lucknow,z-lucknow,2025-04-26,6.850485143570868
54958263-3731-403c-b827-c3427ab67051,Worker_147,9262906457,zepto,Bengaluru,z-koramangala,2025-08-16,11.724596640335944
150f3ece-780e-4b9b-a39c-05c6ff26bd06,Worker_148,9177782638,instamart,Mumbai,z-bandra,2025-03-11,0.46045209575275026
52cab9cd-cebb-4bc6-9443-cd331af05508,Worker_149,9634445854,zepto,Lucknow,z-lucknow,2026-01-30,14.728884712494457
41c23caf-7855-48f4-8a04-3ca1fe578ea7,Worker_150,9790141962,instamart,Mysuru,z-mysuru,2025-05-24,4.718120691901624
27914591-252e-4f62-81cb-290c130b84dd,Worker_151,9635422133,instamart,Lucknow,z-lucknow,2026-03-21,17.397927241242567
696cc2fe-656e-4b0d-9533-6035b22f9750,Worker_152,9563402894,blinkit,Bengaluru,z-indiranagar,2025-05-17,6.703944832918019
433aeebf-8e90-4285-9a33-8ac7cfd46e4e,Worker_153,9545480601,blinkit,Delhi,z-cp,2026-01-18,8.290091684072554
511ecbfc-3507-4eb4-a27c-e95503127e02,Worker_154,9513802881,instamart,Lucknow,z-lucknow,2025-04-09,9.044358817796143
36e5c9e4-87ec-4e2b-b4e0-45dcfc562fdf,Worker_155,9433426712,instamart,Mumbai,z-powai,2025-04-12,6.229463422655148
4376396f-37e4-44e2-a892-c11c83a8ae54,Worker_156,9802387668,blinkit,Bengaluru,z-koramangala,2025-04-19,19.221406349389103
416134ae-208a-4045-b3a7-3243589e7bfb,Worker_157,9575160917,instamart,Mumbai,z-andheri,2025-03-27,10.043900206624851
43c1b9aa-c686-4f38-ab6b-3e2c25a54498,Worker_158,9732726493,instamart,Mumbai,z-andheri,2025-03-08,15.995640441485389
561fb5f4-15a7-4824-8d69-75d2de94c5bb,Worker_159,9471793039,instamart,Mumbai,z-andheri,2025-07-08,73.77638083475053
37a0ca8d-1ec1-4c35-8373-e15c7f72b688,Worker_160,9919319771,blinkit,Mumbai,z-bandra,2025-08-12,11.192806626164359
936e06c9-2d8c-41ef-9d58-56df570cd8ee,Worker_161,9580115612,instamart,Delhi,z-cp,2025-11-11,7.466186325595059
96fefcc3-6662-4863-a03e-17d9f10fa935,Worker_162,9214153633,blinkit,Lucknow,z-lucknow,2026-01-26,3.123051947323807
57c4bcb6-949a-44c0-80df-c3d59fcd387e,Worker_163,9778538247,blinkit,Mumbai,z-bandra,2025-07-18,5.077771280866086
5df5e2ed-2461-404a-92fd-6af1d1ad3322,Worker_164,9184656124,zepto,Bengaluru,z-indiranagar,2025-07-26,11.388870355270006
c6861104-19d6-493a-a508-764af852fd2e,Worker_165,9527097505,instamart,Mumbai,z-powai,2025-06-07,17.113929362125717
b13875f4-0d81-46eb-8271-dcfe76551da4,Worker_166,9705941941,blinkit,Delhi,z-cp,2025-08-11,6.479801222135992
61ed8c8e-fc67-40ae-83cc-08fbf2a6af1a,Worker_167,9467256326,blinkit,Mumbai,z-bandra,2025-12-27,36.32661019369099
12b68796-a93e-4ebf-bfd0-6466a4efdbf0,Worker_168,9836262843,zepto,Mumbai,z-powai,2025-03-02,16.34887123476882
275bd11f-eb8a-441f-878d-90b60180665e,Worker_169,9422583550,zepto,Delhi,z-cp,2025-11-23,5.361272816457525
b0a6fd9e-8a79-48e2-95e8-bf871051e035,Worker_170,9202368511,zepto,Gurgaon,z-gurgaon,2025-08-08,17.221360399494433
20dae042-d3c7-4342-8b3a-9512fd132c38,Worker_171,9158436437,blinkit,Mumbai,z-powai,2025-10-15,9.748623964990273
17864ff8-f407-46b1-ad0b-7c8e2c2e4f66,Worker_172,9852536272,zepto,Bengaluru,z-indiranagar,2025-08-25,5.373547187698922
bdc45832-8daf-4fa3-a3a8-f828cbe12253,Worker_173,9755197464,instamart,Mysuru,z-mysuru,2025-07-19,12.90108335538659
c37527bf-f1a7-491a-bdb4-f5c40a7643b2,Worker_174,9746703132,blinkit,Delhi,z-cp,2025-08-19,13.663677128909628
b2300b90-5a1e-4393-a9ed-fea1b951f5ef,Worker_175,9605737044,zepto,Bengaluru,z-koramangala,2026-02-16,11.083560050315867
562a1a18-e4a2-4759-bc4f-d0bb25107fe1,Worker_176,9986572630,blinkit,Jaipur,z-jaipur,2025-04-14,2.7377126013761455
46142604-e243-4984-b993-c76f201e4566,Worker_177,9518386087,zepto,Jaipur,z-jaipur,2025-05-17,3.507425572468992
1447dcc7-4f59-4604-80b1-eba0b2ae69d4,Worker_178,9671825627,zepto,Mumbai,z-andheri,2026-02-04,0.9393193355011009
144c4b9e-0e2f-4089-b7d8-388903c09c9f,Worker_179,9455617586,blinkit,Bengaluru,z-koramangala,2025-06-13,1.3649941070818317
db345a75-422f-4c60-bf5a-3327b8c8e9ac,Worker_180,9810875811,blinkit,Mysuru,z-mysuru,2025-05-31,12.208093340159152
39955028-39af-422d-a5fa-ea0fdef73b27,Worker_181,9802962286,zepto,Bengaluru,z-koramangala,2026-01-12,9.675098838648255
9b122f1f-d559-4fbd-9ffc-823956071ddb,Worker_182,9152673683,instamart,Lucknow,z-lucknow,2025-07-21,37.57129067421252
132db806-0dff-4fc6-9122-70f34d00f102,Worker_183,9557836020,blinkit,Mumbai,z-bandra,2025-05-30,14.563775124072066
5f06ee8a-70b4-4754-b9cd-11357276f12e,Worker_184,9522135399,zepto,Jaipur,z-jaipur,2026-02-11,1.5186682073924418
bb03a203-a1bf-419b-ab6b-b617ff32a89e,Worker_185,9936214955,instamart,Mumbai,z-bandra,2025-12-10,11.804613337381742
4bb3d074-3d11-4858-8452-f8569b493cd5,Worker_186,9346661050,instamart,Mumbai,z-powai,2026-03-05,19.00474707641605
99c7f433-7382-49c8-bca1-1e067154cdf3,Worker_187,9472396043,zepto,Bengaluru,z-indiranagar,2025-07-01,12.778987706685236
fb32333a-14f8-41f0-9e53-00c4e1a1685f,Worker_188,9925821557,zepto,Mumbai,z-andheri,2025-12-23,12.933298382343267
ac18b989-65f1-4970-b201-1674fcc524c4,Worker_189,9829789977,instamart,Lucknow,z-lucknow,2026-03-06,81.26241587078329
12a68adb-c3e5-44f7-a9af-0d35898c1f64,Worker_190,9810766841,instamart,Bengaluru,z-indiranagar,2025-04-21,13.948405344936798
2706d650-ac71-4ee2-9d6b-ab9c433c1ee5,Worker_191,9595132487,zepto,Jaipur,z-jaipur,2025-08-19,15.906836759181948
a3e2aa44-289d-4bab-9030-0188dfeb8041,Worker_192,9396784273,instamart,Delhi,z-cp,2025-12-09,0.7401526943098524
a908f09b-a3ff-4687-baeb-61c0c4619466,Worker_193,9617830843,blinkit,Mysuru,z-mysuru,2025-11-11,13.925775517562794
82ad1285-6a77-4480-9420-35944eef8063,Worker_194,9763509974,instamart,Mysuru,z-mysuru,2025-03-11,10.789825847506744
14ca41b2-9ba8-40a5-aedc-faae811ba6d4,Worker_195,9640699345,blinkit,Bengaluru,z-koramangala,2025-12-04,4.659189495072676
d673e5ee-aa06-4b1c-a9e0-e17734b0ce35,Worker_196,9191351453,instamart,Bengaluru,z-indiranagar,2025-06-26,10.57874268054424
49ad362a-28ed-4284-95cc-1ba5de99dfe2,Worker_197,9140739629,blinkit,Mumbai,z-powai,2025-05-08,58.99378101519544
3c4f5f3a-fcfc-48f7-a928-25103522ea42,Worker_198,9193144811,instamart,Jaipur,z-jaipur,2025-06-29,1.8339867022286027
203bd58c-f79b-4471-8b8f-5e068d432a86,Worker_199,9114372528,instamart,Bengaluru,z-indiranagar,2025-10-31,5.940057529097644
